sale_id,sale_date,product,category,unit_price,quantity,total_amount,region,payment_method,sales_rep
1021,2025-01-02 20:31:00,Pen Pack,Stationery,101.35,1,101.35,North,Net Banking,Rohan
1013,2025-01-02 20:37:00,Smartwatch,Electronics,6293.99,2,12587.98,West,Net Banking,Vikram
1020,2025-01-02 21:19:00,Running Shoes,Fashion,2892.47,4,11569.88,South,UPI,Priya
1019,2025-01-02 21:59:00,Headphones,Electronics,1949.57,1,1949.57,North,Net Banking,Sneha
1031,2025-01-03 09:05:00,Laptop,Electronics,56673.59,2,113347.18,South,Credit Card,Vikram
1032,2025-01-03 09:10:00,Running Shoes,Fashion,3188.07,3,9564.21,West,UPI,Vikram
1037,2025-01-03 09:39:00,Pen Pack,Stationery,101.39,2,202.78,North,Cash,Sneha
1049,2025-01-03 09:57:00,Pen Pack,Stationery,108.66,5,543.3,East,Credit Card,Priya
1040,2025-01-03 10:34:00,Backpack,Fashion,1979.44,5,9897.2,South,Net Banking,Karan
1045,2025-01-03 10:40:00,Office Chair,Furniture,8108.0,3,24324.0,West,Debit Card,Aarav
1043,2025-01-03 11:16:00,Pen Pack,Stationery,103.27,4,413.08,North,UPI,Rohan
1029,2025-01-03 12:12:00,Microwave Oven,Appliances,8226.81,3,24680.43,South,Net Banking,Anjali
1041,2025-01-03 12:23:00,Headphones,Electronics,2173.3,4,8693.2,East,Credit Card,Anjali
1030,2025-01-03 12:55:00,Headphones,Electronics,1968.75,1,1968.75,North,Cash,Diya
1046,2025-01-03 13:10:00,Laptop,Electronics,53169.12,1,53169.12,West,Net Banking,Vikram
1033,2025-01-03 13:27:00,Office Chair,Furniture,8139.78,3,24419.34,West,Credit Card,Priya
1044,2025-01-03 14:13:00,Office Chair,Furniture,7172.63,1,7172.63,East,Net Banking,Anjali
1038,2025-01-03 14:15:00,Pen Pack,Stationery,95.22,2,190.44,East,Cash,Rohan
1048,2025-01-03 15:08:00,Notebook Set,Stationery,243.46,2,486.92,North,Debit Card,Sneha
1026,2025-01-03 17:08:00,Smartwatch,Electronics,5734.17,1,5734.17,West,Credit Card,Anjali
1035,2025-01-03 17:10:00,Laptop,Electronics,55925.95,2,111851.9,North,Net Banking,Diya
1027,2025-01-03 19:27:00,Air Fryer,Appliances,6379.18,1,6379.18,East,Cash,Vikram
1028,2025-01-03 19:41:00,Running Shoes,Fashion,3432.86,1,3432.86,North,UPI,Vikram
1036,2025-01-03 19:55:00,Notebook Set,Stationery,234.29,2,468.58,South,Cash,Diya
1034,2025-01-03 20:34:00,Office Chair,Furniture,7076.55,1,7076.55,North,Debit Card,Aarav
1047,2025-01-03 20:57:00,T-Shirt,Fashion,721.55,1,721.55,South,Net Banking,Aarav
1042,2025-01-03 21:41:00,Notebook Set,Stationery,252.16,1,252.16,North,Net Banking,Karan
1039,2025-01-03 21:59:00,Coffee Maker,Appliances,3601.85,1,3601.85,North,UPI,Anjali
1055,2025-01-04 09:07:00,Coffee Maker,Appliances,3836.8,2,7673.6,East,Credit Card,Karan
1051,2025-01-04 09:11:00,Air Fryer,Appliances,6904.0,4,27616.0,East,Cash,Priya
1057,2025-01-04 09:45:00,Bookshelf,Furniture,4319.6,1,4319.6,West,UPI,Priya
1054,2025-01-04 10:49:00,Coffee Maker,Appliances,3285.19,1,3285.19,East,Debit Card,Vikram
1053,2025-01-04 13:52:00,Smartwatch,Electronics,6379.9,1,6379.9,South,Credit Card,Aarav
1058,2025-01-04 14:39:00,Study Table,Furniture,5424.43,4,21697.72,East,UPI,Karan
1050,2025-01-04 15:39:00,Study Table,Furniture,5808.13,4,23232.52,South,Credit Card,Rohan
1059,2025-01-04 15:44:00,T-Shirt,Fashion,769.49,1,769.49,East,Net Banking,Rohan
1052,2025-01-04 15:55:00,Office Chair,Furniture,6988.8,2,13977.6,North,Cash,Priya
1060,2025-01-04 19:47:00,Smartwatch,Electronics,5904.54,4,23618.16,South,Net Banking,Karan
1056,2025-01-04 20:50:00,Laptop,Electronics,50692.43,1,50692.43,East,Cash,Diya
1073,2025-01-05 09:13:00,Bookshelf,Furniture,3864.71,1,3864.71,West,Cash,Aarav
1077,2025-01-05 09:58:00,Pen Pack,Stationery,92.55,2,185.1,West,Net Banking,Aarav
1063,2025-01-05 10:52:00,T-Shirt,Fashion,826.22,2,1652.44,South,Debit Card,Priya
1072,2025-01-05 11:45:00,Headphones,Electronics,1860.33,1,1860.33,South,UPI,Vikram
1069,2025-01-05 11:47:00,Notebook Set,Stationery,270.34,1,270.34,West,Cash,Karan
1061,2025-01-05 12:27:00,T-Shirt,Fashion,853.4,1,853.4,East,Cash,Anjali
1064,2025-01-05 12:30:00,Air Fryer,Appliances,6108.87,1,6108.87,North,Cash,Vikram
1071,2025-01-05 13:21:00,Running Shoes,Fashion,2929.59,1,2929.59,East,Net Banking,Diya
1076,2025-01-05 14:42:00,Office Chair,Furniture,7403.75,1,7403.75,West,Credit Card,Anjali
1074,2025-01-05 16:00:00,Notebook Set,Stationery,269.03,2,538.06,East,Debit Card,Vikram
1067,2025-01-05 16:03:00,Headphones,Electronics,2121.64,2,4243.28,South,UPI,Anjali
1078,2025-01-05 16:11:00,Smartphone,Electronics,25713.75,1,25713.75,North,Debit Card,Vikram
1068,2025-01-05 17:38:00,Headphones,Electronics,2120.57,2,4241.14,East,Cash,Vikram
1075,2025-01-05 17:47:00,Notebook Set,Stationery,269.58,3,808.74,South,Cash,Priya
1065,2025-01-05 20:24:00,Pen Pack,Stationery,102.6,1,102.6,West,Cash,Priya
1080,2025-01-05 20:34:00,Office Chair,Furniture,8002.37,1,8002.37,North,Debit Card,Priya
1070,2025-01-05 21:49:00,Air Fryer,Appliances,6171.41,2,12342.82,West,Credit Card,Karan
1066,2025-01-05 21:55:00,Headphones,Electronics,2062.42,1,2062.42,North,Cash,Priya
1079,2025-01-05 21:56:00,Study Table,Furniture,5182.83,1,5182.83,West,Debit Card,Vikram
1062,2025-01-05 21:57:00,Running Shoes,Fashion,3312.4,2,6624.8,South,UPI,Karan
1081,2025-01-06 09:15:00,Air Fryer,Appliances,7094.47,1,7094.47,South,UPI,Rohan
1090,2025-01-06 10:17:00,Study Table,Furniture,5886.88,3,17660.64,West,Credit Card,Anjali
1085,2025-01-06 12:06:00,Smartphone,Electronics,25460.49,3,76381.47,East,Net Banking,Diya
1086,2025-01-06 14:34:00,Air Fryer,Appliances,7129.0,3,21387.0,West,Debit Card,Diya
1087,2025-01-06 15:52:00,T-Shirt,Fashion,823.61,1,823.61,West,UPI,Vikram
1089,2025-01-06 16:29:00,Backpack,Fashion,1910.95,2,3821.9,West,Net Banking,Karan
1082,2025-01-06 18:13:00,Smartwatch,Electronics,5551.47,2,11102.94,West,Debit Card,Sneha
1084,2025-01-06 19:58:00,Backpack,Fashion,1629.24,1,1629.24,West,Cash,Priya
1083,2025-01-06 20:07:00,Headphones,Electronics,2042.36,5,10211.8,South,Debit Card,Diya
1088,2025-01-06 20:09:00,Study Table,Furniture,5649.14,3,16947.42,West,Credit Card,Karan
1098,2025-01-07 09:45:00,Office Chair,Furniture,7091.22,1,7091.22,South,Debit Card,Aarav
1101,2025-01-07 10:36:00,Smartphone,Electronics,26610.58,1,26610.58,North,Credit Card,Rohan
1105,2025-01-07 11:00:00,Headphones,Electronics,1895.95,2,3791.9,West,Cash,Anjali
1091,2025-01-07 11:31:00,Study Table,Furniture,4981.57,3,14944.71,South,Debit Card,Karan
1099,2025-01-07 11:40:00,Laptop,Electronics,55586.95,2,111173.9,West,UPI,Aarav
1102,2025-01-07 12:07:00,Air Fryer,Appliances,6581.69,1,6581.69,West,Net Banking,Priya
1094,2025-01-07 12:25:00,Running Shoes,Fashion,3387.48,1,3387.48,South,Debit Card,Sneha
1110,2025-01-07 13:32:00,Running Shoes,Fashion,3320.75,2,6641.5,West,Cash,Diya
1092,2025-01-07 13:35:00,Study Table,Furniture,5257.62,2,10515.24,North,Net Banking,Priya
1106,2025-01-07 13:44:00,Office Chair,Furniture,6798.96,1,6798.96,West,UPI,Priya
1108,2025-01-07 13:52:00,T-Shirt,Fashion,755.97,1,755.97,South,UPI,Aarav
1100,2025-01-07 14:11:00,Backpack,Fashion,1722.36,1,1722.36,North,Debit Card,Anjali
1103,2025-01-07 16:19:00,Air Fryer,Appliances,6529.34,1,6529.34,West,Debit Card,Aarav
1093,2025-01-07 17:48:00,Smartphone,Electronics,23706.78,1,23706.78,South,Cash,Anjali
1107,2025-01-07 18:42:00,Pen Pack,Stationery,95.29,3,285.87,South,Cash,Diya
1109,2025-01-07 18:58:00,Headphones,Electronics,2117.05,2,4234.1,East,Cash,Diya
1096,2025-01-07 20:12:00,Office Chair,Furniture,7209.93,1,7209.93,East,UPI,Rohan
1095,2025-01-07 20:35:00,Running Shoes,Fashion,3234.22,1,3234.22,East,Debit Card,Anjali
1097,2025-01-07 20:37:00,Smartwatch,Electronics,5659.66,1,5659.66,East,UPI,Priya
1104,2025-01-07 21:13:00,Backpack,Fashion,1965.64,1,1965.64,South,Debit Card,Diya
1112,2025-01-08 09:48:00,Air Fryer,Appliances,6723.97,1,6723.97,South,Cash,Anjali
1114,2025-01-08 10:54:00,Study Table,Furniture,5399.18,1,5399.18,South,Debit Card,Vikram
1119,2025-01-08 11:19:00,Coffee Maker,Appliances,3576.21,1,3576.21,North,Net Banking,Vikram
1111,2025-01-08 13:01:00,Pen Pack,Stationery,98.64,1,98.64,North,Credit Card,Aarav
1118,2025-01-08 13:28:00,Smartwatch,Electronics,5720.47,1,5720.47,West,UPI,Aarav
1113,2025-01-08 15:40:00,Pen Pack,Stationery,95.56,5,477.8,West,UPI,Anjali
1115,2025-01-08 15:52:00,Microwave Oven,Appliances,8492.3,2,16984.6,North,Cash,Diya
1117,2025-01-08 18:48:00,Bookshelf,Furniture,3643.36,2,7286.72,West,Cash,Aarav
1116,2025-01-08 21:25:00,Study Table,Furniture,5227.64,1,5227.64,North,Net Banking,Anjali
1128,2025-01-09 10:55:00,T-Shirt,Fashion,874.46,1,874.46,West,UPI,Anjali
1126,2025-01-09 15:02:00,Backpack,Fashion,1757.87,3,5273.61,East,Cash,Vikram
1125,2025-01-09 15:29:00,Study Table,Furniture,5315.68,3,15947.04,East,Credit Card,Priya
1120,2025-01-09 16:07:00,Smartwatch,Electronics,6590.71,4,26362.84,South,Cash,Karan
1121,2025-01-09 16:30:00,T-Shirt,Fashion,832.87,1,832.87,South,Cash,Rohan
1129,2025-01-09 19:09:00,Laptop,Electronics,57446.88,1,57446.88,North,Cash,Karan
1127,2025-01-09 19:09:00,Bookshelf,Furniture,4390.73,3,13172.19,West,UPI,Rohan
1124,2025-01-09 19:31:00,Microwave Oven,Appliances,8157.54,2,16315.08,South,Cash,Anjali
1122,2025-01-09 20:56:00,Bookshelf,Furniture,3752.49,2,7504.98,South,UPI,Karan
1123,2025-01-09 21:32:00,Air Fryer,Appliances,6877.01,1,6877.01,East,UPI,Karan
1141,2025-01-10 12:39:00,Backpack,Fashion,1908.7,1,1908.7,East,Credit Card,Diya
1131,2025-01-10 12:40:00,Notebook Set,Stationery,252.05,2,504.1,East,Credit Card,Diya
1136,2025-01-10 13:42:00,Smartwatch,Electronics,5953.38,1,5953.38,North,Cash,Karan
1144,2025-01-10 14:33:00,Headphones,Electronics,2114.61,4,8458.44,East,Credit Card,Karan
1137,2025-01-10 14:37:00,Coffee Maker,Appliances,3532.62,1,3532.62,East,Cash,Karan
1143,2025-01-10 14:47:00,Microwave Oven,Appliances,7873.4,4,31493.6,West,Credit Card,Priya
1133,2025-01-10 14:50:00,Microwave Oven,Appliances,8159.09,1,8159.09,North,Debit Card,Sneha
1130,2025-01-10 14:54:00,Backpack,Fashion,1869.37,2,3738.74,West,Debit Card,Anjali
1134,2025-01-10 15:36:00,Study Table,Furniture,5423.76,1,5423.76,South,Credit Card,Rohan
1138,2025-01-10 15:54:00,Running Shoes,Fashion,3420.99,1,3420.99,West,UPI,Priya
1147,2025-01-10 17:07:00,Smartphone,Electronics,26453.41,1,26453.41,West,Debit Card,Karan
1135,2025-01-10 19:15:00,Smartphone,Electronics,25547.46,1,25547.46,West,Net Banking,Rohan
1146,2025-01-10 19:46:00,Smartphone,Electronics,23203.79,5,116018.95,West,Net Banking,Sneha
1140,2025-01-10 20:03:00,Laptop,Electronics,55725.22,2,111450.44,West,Debit Card,Priya
1139,2025-01-10 20:18:00,Bookshelf,Furniture,4057.54,2,8115.08,North,Cash,Karan
1132,2025-01-10 20:55:00,Bookshelf,Furniture,4382.67,3,13148.01,North,Cash,Rohan
1145,2025-01-10 21:18:00,Pen Pack,Stationery,106.49,1,106.49,East,UPI,Anjali
1142,2025-01-10 21:28:00,Pen Pack,Stationery,102.55,1,102.55,North,Net Banking,Sneha
1154,2025-01-11 09:25:00,T-Shirt,Fashion,864.27,2,1728.54,East,Credit Card,Diya
1163,2025-01-11 10:20:00,Running Shoes,Fashion,3335.94,1,3335.94,South,UPI,Rohan
1158,2025-01-11 10:42:00,Headphones,Electronics,2016.09,3,6048.27,North,Credit Card,Aarav
1157,2025-01-11 11:50:00,Notebook Set,Stationery,268.48,1,268.48,North,Debit Card,Rohan
1156,2025-01-11 12:04:00,Smartwatch,Electronics,6586.59,3,19759.77,South,Net Banking,Priya
1161,2025-01-11 12:39:00,T-Shirt,Fashion,814.99,1,814.99,North,Net Banking,Karan
1155,2025-01-11 12:41:00,Notebook Set,Stationery,266.21,1,266.21,North,UPI,Sneha
1153,2025-01-11 12:54:00,Microwave Oven,Appliances,8279.9,1,8279.9,East,UPI,Sneha
1150,2025-01-11 13:31:00,Smartphone,Electronics,23198.89,4,92795.56,North,UPI,Priya
1159,2025-01-11 14:01:00,Study Table,Furniture,5818.98,1,5818.98,South,Debit Card,Aarav
1151,2025-01-11 14:42:00,Pen Pack,Stationery,100.75,1,100.75,West,Net Banking,Rohan
1166,2025-01-11 14:52:00,Bookshelf,Furniture,3961.24,1,3961.24,West,Cash,Vikram
1152,2025-01-11 16:39:00,Pen Pack,Stationery,98.3,1,98.3,West,Debit Card,Aarav
1162,2025-01-11 16:54:00,Running Shoes,Fashion,3291.74,1,3291.74,West,Cash,Diya
1148,2025-01-11 19:14:00,Notebook Set,Stationery,256.93,1,256.93,West,UPI,Sneha
1167,2025-01-11 19:16:00,Microwave Oven,Appliances,7811.65,1,7811.65,East,Credit Card,Anjali
1149,2025-01-11 19:52:00,Pen Pack,Stationery,102.2,2,204.4,West,Debit Card,Vikram
1160,2025-01-11 20:04:00,Headphones,Electronics,2096.69,2,4193.38,West,Cash,Sneha
1164,2025-01-11 20:20:00,Office Chair,Furniture,7686.48,2,15372.96,West,Net Banking,Karan
1165,2025-01-11 21:44:00,Running Shoes,Fashion,3203.55,1,3203.55,North,Net Banking,Priya
1168,2025-01-12 10:47:00,Smartphone,Electronics,26658.86,1,26658.86,East,Credit Card,Aarav
1177,2025-01-12 13:28:00,Air Fryer,Appliances,6653.19,2,13306.38,West,Cash,Anjali
1170,2025-01-12 13:38:00,Notebook Set,Stationery,270.79,1,270.79,East,Debit Card,Diya
1173,2025-01-12 13:58:00,Laptop,Electronics,51484.58,2,102969.16,East,Debit Card,Aarav
1174,2025-01-12 15:04:00,Headphones,Electronics,2147.95,2,4295.9,South,UPI,Diya
1171,2025-01-12 16:14:00,Backpack,Fashion,1802.67,1,1802.67,North,Debit Card,Sneha
1175,2025-01-12 16:21:00,Microwave Oven,Appliances,8551.82,1,8551.82,South,Debit Card,Karan
1176,2025-01-12 18:05:00,Microwave Oven,Appliances,8201.45,4,32805.8,North,Credit Card,Rohan
1169,2025-01-12 19:07:00,Backpack,Fashion,1964.38,2,3928.76,West,Debit Card,Vikram
1172,2025-01-12 21:27:00,Smartphone,Electronics,26313.03,2,52626.06,North,Net Banking,Karan
1192,2025-01-13 10:39:00,Smartphone,Electronics,25723.33,5,128616.65,West,Cash,Aarav
1186,2025-01-13 11:04:00,Microwave Oven,Appliances,8227.17,1,8227.17,North,Net Banking,Priya
1181,2025-01-13 11:24:00,Laptop,Electronics,54971.24,1,54971.24,South,Net Banking,Sneha
1188,2025-01-13 11:48:00,Headphones,Electronics,1902.39,1,1902.39,North,Credit Card,Anjali
1193,2025-01-13 12:20:00,Running Shoes,Fashion,3461.79,2,6923.58,West,Net Banking,Rohan
1197,2025-01-13 13:16:00,Study Table,Furniture,5053.96,2,10107.92,South,Debit Card,Diya
1198,2025-01-13 13:41:00,Backpack,Fashion,1858.9,4,7435.6,West,Credit Card,Diya
1190,2025-01-13 13:50:00,Running Shoes,Fashion,2923.7,1,2923.7,East,Net Banking,Aarav
1178,2025-01-13 14:27:00,Office Chair,Furniture,7073.35,2,14146.7,North,Debit Card,Anjali
1196,2025-01-13 14:43:00,Pen Pack,Stationery,95.66,1,95.66,North,Debit Card,Diya
1194,2025-01-13 14:45:00,Laptop,Electronics,54455.75,3,163367.25,North,Net Banking,Rohan
1182,2025-01-13 15:01:00,Smartphone,Electronics,24485.36,2,48970.72,West,UPI,Sneha
1185,2025-01-13 15:33:00,Notebook Set,Stationery,230.29,1,230.29,North,Cash,Karan
1179,2025-01-13 15:38:00,T-Shirt,Fashion,826.74,1,826.74,North,UPI,Priya
1191,2025-01-13 16:02:00,Study Table,Furniture,5508.07,1,5508.07,North,Debit Card,Karan
1195,2025-01-13 16:33:00,Laptop,Electronics,52225.18,1,52225.18,South,Debit Card,Sneha
1189,2025-01-13 16:43:00,Running Shoes,Fashion,3362.85,3,10088.55,East,Debit Card,Rohan
1184,2025-01-13 18:29:00,Laptop,Electronics,60128.2,1,60128.2,East,UPI,Vikram
1183,2025-01-13 19:26:00,Backpack,Fashion,1774.54,1,1774.54,East,UPI,Vikram
1187,2025-01-13 19:52:00,Pen Pack,Stationery,105.52,1,105.52,South,Credit Card,Diya
1180,2025-01-13 21:16:00,Office Chair,Furniture,8167.99,3,24503.97,East,Debit Card,Diya
1206,2025-01-14 09:41:00,Air Fryer,Appliances,6636.06,4,26544.24,West,Debit Card,Diya
1213,2025-01-14 10:03:00,Smartphone,Electronics,26380.86,1,26380.86,South,Cash,Anjali
1210,2025-01-14 10:53:00,Study Table,Furniture,5196.99,1,5196.99,East,Credit Card,Rohan
1208,2025-01-14 10:58:00,Pen Pack,Stationery,100.27,3,300.81,South,Cash,Sneha
1199,2025-01-14 11:42:00,T-Shirt,Fashion,780.27,3,2340.81,North,Cash,Sneha
1200,2025-01-14 12:21:00,Laptop,Electronics,53488.57,1,53488.57,West,Credit Card,Priya
1207,2025-01-14 13:05:00,Microwave Oven,Appliances,9088.02,3,27264.06,South,Debit Card,Anjali
1212,2025-01-14 13:13:00,Backpack,Fashion,1621.89,1,1621.89,South,Net Banking,Vikram
1203,2025-01-14 16:39:00,Bookshelf,Furniture,3891.44,2,7782.88,East,Cash,Priya
1209,2025-01-14 17:23:00,Pen Pack,Stationery,90.53,1,90.53,South,Cash,Diya
1205,2025-01-14 17:33:00,Running Shoes,Fashion,3372.44,3,10117.32,West,Credit Card,Priya
1215,2025-01-14 18:22:00,Microwave Oven,Appliances,7894.08,1,7894.08,South,Net Banking,Vikram
1214,2025-01-14 18:34:00,Smartphone,Electronics,23054.29,4,92217.16,North,Net Banking,Priya
1202,2025-01-14 20:49:00,Backpack,Fashion,1755.62,1,1755.62,South,Cash,Aarav
1211,2025-01-14 20:53:00,Laptop,Electronics,52655.67,3,157967.01,South,Cash,Anjali
1201,2025-01-14 21:06:00,Headphones,Electronics,1861.98,1,1861.98,North,Debit Card,Rohan
1204,2025-01-14 21:30:00,T-Shirt,Fashion,758.27,5,3791.35,South,Debit Card,Anjali
1218,2025-01-15 10:49:00,Study Table,Furniture,5215.24,2,10430.48,East,Credit Card,Aarav
1225,2025-01-15 11:34:00,Smartphone,Electronics,24653.04,5,123265.2,East,Debit Card,Diya
1219,2025-01-15 11:53:00,Study Table,Furniture,5550.62,3,16651.86,West,Cash,Rohan
1222,2025-01-15 13:22:00,Office Chair,Furniture,6804.93,2,13609.86,North,Debit Card,Karan
1221,2025-01-15 13:32:00,Air Fryer,Appliances,6109.31,1,6109.31,West,Net Banking,Anjali
1217,2025-01-15 13:47:00,Laptop,Electronics,56492.38,5,282461.9,North,Debit Card,Diya
1216,2025-01-15 14:04:00,Coffee Maker,Appliances,3617.75,2,7235.5,North,Cash,Anjali
1227,2025-01-15 14:39:00,Study Table,Furniture,5441.84,2,10883.68,West,Debit Card,Aarav
1223,2025-01-15 15:47:00,Smartphone,Electronics,26496.71,1,26496.71,West,Cash,Sneha
1220,2025-01-15 16:02:00,Air Fryer,Appliances,6025.31,2,12050.62,East,Credit Card,Aarav
1226,2025-01-15 16:38:00,Smartphone,Electronics,24139.6,1,24139.6,West,Credit Card,Anjali
1228,2025-01-15 17:51:00,Smartphone,Electronics,25855.92,1,25855.92,South,UPI,Rohan
1224,2025-01-15 21:33:00,Headphones,Electronics,1998.48,1,1998.48,East,UPI,Vikram
1244,2025-01-16 09:05:00,Notebook Set,Stationery,271.2,1,271.2,North,Net Banking,Karan
1240,2025-01-16 09:53:00,Air Fryer,Appliances,7106.14,1,7106.14,North,Net Banking,Rohan
1232,2025-01-16 10:16:00,Running Shoes,Fashion,3211.36,4,12845.44,East,Cash,Priya
1234,2025-01-16 10:51:00,Running Shoes,Fashion,2990.5,2,5981.0,East,Debit Card,Diya
1235,2025-01-16 11:45:00,T-Shirt,Fashion,806.75,4,3227.0,South,Debit Card,Priya
1236,2025-01-16 12:50:00,Smartphone,Electronics,27425.66,3,82276.98,West,UPI,Sneha
1231,2025-01-16 13:15:00,T-Shirt,Fashion,778.71,1,778.71,North,UPI,Rohan
1250,2025-01-16 13:24:00,Running Shoes,Fashion,3038.67,1,3038.67,West,Credit Card,Rohan
1249,2025-01-16 14:15:00,Air Fryer,Appliances,6331.7,2,12663.4,West,UPI,Karan
1230,2025-01-16 14:23:00,Backpack,Fashion,1675.24,1,1675.24,West,UPI,Rohan
1248,2025-01-16 14:46:00,Backpack,Fashion,1671.72,3,5015.16,East,Cash,Rohan
1247,2025-01-16 15:30:00,Smartphone,Electronics,25943.07,1,25943.07,West,Credit Card,Sneha
1233,2025-01-16 16:12:00,Backpack,Fashion,1722.81,4,6891.24,North,Credit Card,Diya
1239,2025-01-16 16:29:00,Headphones,Electronics,2188.95,2,4377.9,East,Credit Card,Rohan
1237,2025-01-16 17:08:00,T-Shirt,Fashion,811.56,1,811.56,North,UPI,Karan
1242,2025-01-16 17:17:00,Notebook Set,Stationery,228.94,1,228.94,South,Debit Card,Diya
1238,2025-01-16 17:26:00,Bookshelf,Furniture,4399.68,2,8799.36,West,Net Banking,Diya
1243,2025-01-16 18:09:00,T-Shirt,Fashion,822.56,2,1645.12,South,Net Banking,Sneha
1245,2025-01-16 18:40:00,Coffee Maker,Appliances,3297.57,2,6595.14,North,Cash,Karan
1229,2025-01-16 19:23:00,Laptop,Electronics,50888.53,1,50888.53,East,Cash,Aarav
1241,2025-01-16 20:14:00,Office Chair,Furniture,6996.99,1,6996.99,East,Net Banking,Karan
1246,2025-01-16 21:51:00,Coffee Maker,Appliances,3819.66,1,3819.66,West,Debit Card,Anjali
1252,2025-01-17 10:25:00,Running Shoes,Fashion,3442.61,1,3442.61,West,Credit Card,Priya
1264,2025-01-17 12:01:00,Laptop,Electronics,55798.27,2,111596.54,West,Debit Card,Vikram
1255,2025-01-17 12:23:00,Laptop,Electronics,53906.4,2,107812.8,East,UPI,Vikram
1268,2025-01-17 13:14:00,Smartwatch,Electronics,6548.8,1,6548.8,East,Debit Card,Priya
1254,2025-01-17 13:46:00,Notebook Set,Stationery,230.37,1,230.37,East,Cash,Sneha
1260,2025-01-17 14:32:00,Backpack,Fashion,1886.15,1,1886.15,West,Net Banking,Karan
1267,2025-01-17 14:43:00,Running Shoes,Fashion,3463.76,1,3463.76,East,Net Banking,Anjali
1259,2025-01-17 14:59:00,Headphones,Electronics,2042.5,2,4085.0,East,Credit Card,Vikram
1253,2025-01-17 16:38:00,Backpack,Fashion,1747.04,1,1747.04,West,Debit Card,Aarav
1257,2025-01-17 17:23:00,Bookshelf,Furniture,3898.56,5,19492.8,South,Credit Card,Vikram
1263,2025-01-17 17:40:00,Microwave Oven,Appliances,7737.3,1,7737.3,West,Credit Card,Priya
1265,2025-01-17 17:49:00,Headphones,Electronics,1965.18,1,1965.18,West,UPI,Rohan
1256,2025-01-17 18:43:00,T-Shirt,Fashion,792.06,2,1584.12,North,Credit Card,Diya
1262,2025-01-17 19:01:00,Air Fryer,Appliances,7018.4,4,28073.6,West,Debit Card,Priya
1261,2025-01-17 19:07:00,Running Shoes,Fashion,3402.08,1,3402.08,West,Net Banking,Karan
1266,2025-01-17 19:30:00,T-Shirt,Fashion,753.17,1,753.17,West,Debit Card,Rohan
1258,2025-01-17 20:21:00,T-Shirt,Fashion,726.44,1,726.44,West,Net Banking,Anjali
1251,2025-01-17 21:10:00,Pen Pack,Stationery,101.55,1,101.55,West,Net Banking,Anjali
1291,2025-01-18 09:29:00,Smartphone,Electronics,26994.45,1,26994.45,South,Net Banking,Vikram
1273,2025-01-18 09:42:00,Backpack,Fashion,1886.72,1,1886.72,South,Credit Card,Aarav
1285,2025-01-18 09:42:00,Office Chair,Furniture,7730.53,2,15461.06,North,Cash,Karan
1276,2025-01-18 10:41:00,Office Chair,Furniture,7718.85,4,30875.4,South,Net Banking,Aarav
1274,2025-01-18 10:43:00,Smartphone,Electronics,24566.51,2,49133.02,South,UPI,Rohan
1289,2025-01-18 10:58:00,T-Shirt,Fashion,791.48,2,1582.96,North,UPI,Priya
